PairID,Mode,Family,AType,BType,SparseVariant,Satfinite,Scale,M,N,K,AElements,BElements,CElements,SemanticK,DenseBaseK,DenseInstructionsPerPacket,SparseInstructionsPerPacket,WorkloadPackets,Iterations,Unroll,Warps,WarmupLaunches,DenseBuildStatus,DenseRunStatus,SparseBuildStatus,SparseRunStatus,DenseCycles,DenseCyclesPerPacket,DenseCyclesPerWorkload,DenseWorkloadOpsPerCycle,SparseCycles,SparseCyclesPerPacket,SparseCyclesPerWorkload,SparseWorkloadOpsPerCycle,SparseOverDenseWorkloadSpeedup,SparseOverDenseWorkloadCycleRatio,DenseNotes,SparseNotes
latency:int4:s4xu4:m512n512k4096:ordered:nosat,latency,int4,s4,u4,ordered,nosat,32,512,512,4096,2097152,2097152,262144,128,64,2,1,65536,1,1,864,3,ok,ok,ok,ok,58486639,892.435287,58486639.000000,36.718000,82350399,1256.567368,82350399.000000,26.077000,0.710197,1.408021,,
latency:int4:s4xu4:m16n16k128:ordered:sat,latency,int4,s4,u4,ordered,satfinite,1,16,16,128,2048,2048,256,128,64,2,1,2,2048,1,864,3,ok,ok,ok,ok,3616736,882.992188,1765.984375,37.110000,5140822,1255.083496,2510.166992,26.108000,0.703530,1.421398,,
latency:int4:s4xu4:m32n32k256:ordered:sat,latency,int4,s4,u4,ordered,satfinite,2,32,32,256,8192,8192,1024,128,64,2,1,16,256,1,864,3,ok,ok,ok,ok,3935114,960.721191,15371.539062,34.108000,5065869,1236.784424,19788.550781,26.495000,0.776797,1.287350,,
latency:int4:s4xu4:m64n64k512:ordered:sat,latency,int4,s4,u4,ordered,satfinite,4,64,64,512,32768,32768,4096,128,64,2,1,128,32,1,864,3,ok,ok,ok,ok,3925704,958.423828,122678.250000,34.189000,5057635,1234.774170,158051.093750,26.538000,0.776215,1.288338,,
latency:int4:s4xu4:m128n128k1024:ordered:sat,latency,int4,s4,u4,ordered,satfinite,8,128,128,1024,131072,131072,16384,128,64,2,1,1024,4,1,864,3,ok,ok,ok,ok,3924562,958.145020,981140.500000,34.199000,5042431,1231.062256,1260607.750000,26.618000,0.778327,1.284839,,
latency:int4:s4xu4:m256n256k2048:ordered:sat,latency,int4,s4,u4,ordered,satfinite,16,256,256,2048,524288,524288,65536,128,64,2,1,8192,1,1,864,3,ok,ok,ok,ok,7848906,958.118408,7848906.000000,34.200000,10109210,1234.034424,10109210.000000,26.554000,0.776433,1.287977,,
latency:int4:s4xu4:m512n512k4096:ordered:sat,latency,int4,s4,u4,ordered,satfinite,32,512,512,4096,2097152,2097152,262144,128,64,2,1,65536,1,1,864,3,ok,ok,ok,ok,59613899,909.635910,59613899.000000,36.023000,84702785,1292.461929,84702785.000000,25.353000,0.703800,1.420856,,
latency:int4:s4xs4:m16n16k128:ordered:nosat,latency,int4,s4,s4,ordered,nosat,1,16,16,128,2048,2048,256,128,64,2,1,2,2048,1,864,3,ok,ok,ok,ok,5309137,1296.176025,2592.352051,25.281000,6568899,1603.735107,3207.470215,20.432000,0.808196,1.237282,,
latency:int4:s4xs4:m32n32k256:ordered:nosat,latency,int4,s4,s4,ordered,nosat,2,32,32,256,8192,8192,1024,128,64,2,1,16,256,1,864,3,ok,ok,ok,ok,5276507,1288.209717,20611.355469,25.437000,6512763,1590.030029,25440.480469,20.608000,0.810158,1.234294,,
latency:int4:s4xs4:m64n64k512:ordered:nosat,latency,int4,s4,s4,ordered,nosat,4,64,64,512,32768,32768,4096,128,64,2,1,128,32,1,864,3,ok,ok,ok,ok,5272262,1287.173340,164758.187500,25.457000,7272416,1775.492188,227263.000000,18.456000,0.724987,1.379373,,
latency:int4:s4xs4:m128n128k1024:ordered:nosat,latency,int4,s4,s4,ordered,nosat,8,128,128,1024,131072,131072,16384,128,64,2,1,1024,4,1,864,3,ok,ok,ok,ok,5271213,1286.917236,1317803.250000,25.462000,6509449,1589.220947,1627362.250000,20.619000,0.809795,1.234905,,
latency:int4:s4xs4:m256n256k2048:ordered:nosat,latency,int4,s4,s4,ordered,nosat,16,256,256,2048,524288,524288,65536,128,64,2,1,8192,1,1,864,3,ok,ok,ok,ok,11286177,1377.707153,11286177.000000,23.784000,13017270,1589.022217,13017270.000000,20.621000,0.867011,1.153382,,
latency:int4:s4xs4:m512n512k4096:ordered:nosat,latency,int4,s4,s4,ordered,nosat,32,512,512,4096,2097152,2097152,262144,128,64,2,1,65536,1,1,864,3,ok,ok,ok,ok,89638780,1367.779236,89638780.000000,23.957000,108747845,1659.360428,108747845.000000,19.747000,0.824268,1.213179,,
latency:int4:s4xs4:m16n16k128:ordered:sat,latency,int4,s4,s4,ordered,satfinite,1,16,16,128,2048,2048,256,128,64,2,1,2,2048,1,864,3,ok,ok,ok,ok,5440125,1328.155518,2656.311035,24.672000,6584781,1607.612549,3215.225098,20.383000,0.826159,1.210410,,
latency:int4:s4xs4:m32n32k256:ordered:sat,latency,int4,s4,s4,ordered,satfinite,2,32,32,256,8192,8192,1024,128,64,2,1,16,256,1,864,3,ok,ok,ok,ok,5365181,1309.858643,20957.738281,25.016000,6536494,1595.823730,25533.179688,20.534000,0.820835,1.218318,,
latency:int4:s4xs4:m64n64k512:ordered:sat,latency,int4,s4,s4,ordered,satfinite,4,64,64,512,32768,32768,4096,128,64,2,1,128,32,1,864,3,ok,ok,ok,ok,5355963,1307.608154,167373.843750,25.059000,6542511,1597.292725,204453.468750,20.515000,0.818668,1.221538,,
latency:int4:s4xs4:m128n128k1024:ordered:sat,latency,int4,s4,s4,ordered,satfinite,8,128,128,1024,131072,131072,16384,128,64,2,1,1024,4,1,864,3,ok,ok,ok,ok,5354918,1307.353027,1338729.500000,25.064000,6573300,1604.809570,1643325.000000,20.419000,0.814674,1.227526,,
latency:int4:s4xs4:m256n256k2048:ordered:sat,latency,int4,s4,s4,ordered,satfinite,16,256,256,2048,524288,524288,65536,128,64,2,1,8192,1,1,864,3,ok,ok,ok,ok,10707943,1307.121948,10707943.000000,25.069000,13212655,1612.872925,13212655.000000,20.317000,0.810443,1.233912,,
latency:int4:s4xs4:m512n512k4096:ordered:sat,latency,int4,s4,s4,ordered,satfinite,32,512,512,4096,2097152,2097152,262144,128,64,2,1,65536,1,1,864,3,ok,ok,ok,ok,90546438,1381.628998,90546438.000000,23.717000,109628762,1672.802155,109628762.000000,19.589000,0.825948,1.210746,,
